Time	direction	frame	subF	slot	1stSym	nSymbol	cellId	bwpId	streamId	rnti	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
0.608929	UL	60	8	0	12	1	1	0	0	1	461	0	0	-19.0047	1	1
0.608929	UL	60	8	0	12	1	1	0	0	1	461	0	0	-19.0047	1	1
0.613929	UL	61	3	0	12	1	1	0	0	1	461	0	1	-19.0047	1	1
0.613929	UL	61	3	0	12	1	1	0	0	1	461	0	1	-19.0047	1	1
0.618929	UL	61	8	0	12	1	1	0	0	1	461	0	2	-19.0047	1	1
0.618929	UL	61	8	0	12	1	1	0	0	1	461	0	2	-19.0047	1	1
0.623929	UL	62	3	0	12	1	1	0	0	1	461	0	3	-19.0047	1	1
0.623929	UL	62	3	0	12	1	1	0	0	1	461	0	3	-19.0047	1	1
